dijkstraM,200,99%,3893611
dijkstraM,400,25%,9703822
dijkstraM,400,50%,19155420
dijkstraM,400,75%,28224907
dijkstraM,400,99%,32059238
dijkstraM,800,25%,63097120
dijkstraM,800,50%,125769463
dijkstraM,800,75%,176413218
dijkstraM,800,99%,232872471
dijkstraM,1000,25%,117888221
dijkstraM,1000,50%,233640092
dijkstraM,1000,75%,324857153
dijkstraM,1000,99%,451873386
dijkstraM,2000,25%,869821907
dijkstraM,2000,50%,1663646273
dijkstraM,2000,75%,2629383853
dijkstraM,2000,99%,3565453790
dijkstraM,10,25%,78159
dijkstraM,10,50%,49463
dijkstraM,10,75%,61168
dijkstraM,10,99%,55127
dijkstraM,100,25%,1798038
dijkstraM,100,50%,1717236
dijkstraM,100,75%,1480872
dijkstraM,100,99%,2847714
dijkstraM,200,25%,5110553
dijkstraM,200,50%,6800605
dijkstraM,200,75%,7545570
dijkstraM,200,99%,6557819
dijkstraM,400,25%,15763613
dijkstraM,400,50%,28866038
dijkstraM,400,75%,42713808
dijkstraM,400,99%,49323356
dijkstraM,800,25%,95307390
dijkstraM,800,50%,192083948
dijkstraM,800,75%,270766462
dijkstraM,800,99%,321797616
dijkstraM,1000,25%,182801881
dijkstraM,1000,50%,353223650
dijkstraM,1000,75%,473324119
dijkstraM,1000,99%,674920454
dijkstraM,2000,25%,1332279254
dijkstraM,2000,50%,2538223430
dijkstraM,2000,75%,3870997316
dijkstraM,2000,99%,5109448540
dijkstraM,10,25%,86843
dijkstraM,10,50%,58148
dijkstraM,10,75%,69098
dijkstraM,10,99%,63056
dijkstraM,100,25%,2039312
dijkstraM,100,50%,2123513
dijkstraM,100,75%,1724789
dijkstraM,100,99%,3309495
dijkstraM,200,25%,5776228
dijkstraM,200,50%,8679446
dijkstraM,200,75%,9257520
dijkstraM,200,99%,8829344
dijkstraM,400,25%,24000535
dijkstraM,400,50%,35650029
dijkstraM,400,75%,57749068
dijkstraM,400,99%,61274160
dijkstraM,800,25%,128120656
dijkstraM,800,50%,283107686
dijkstraM,800,75%,368663300
dijkstraM,800,99%,430587655
dijkstraM,1000,25%,242569873
dijkstraM,1000,50%,448901446
dijkstraM,1000,75%,631155840
dijkstraM,1000,99%,975362865
dijkstraM,2000,25%,1745849350
dijkstraM,2000,50%,3290333445
dijkstraM,2000,75%,5258837936
dijkstraM,2000,99%,6892624378

bellmanList,10,25%,377
bellmanList,10,50%,0
bellmanList,10,75%,377
bellmanList,10,99%,0
bellmanList,100,25%,378
bellmanList,100,50%,378
bellmanList,100,75%,756
bellmanList,100,99%,755
bellmanList,200,25%,756
bellmanList,200,50%,755
bellmanList,200,75%,755
bellmanList,200,99%,1132
bellmanList,400,25%,755
bellmanList,400,50%,755
bellmanList,400,75%,1133
bellmanList,400,99%,755
bellmanList,800,25%,755
bellmanList,800,50%,755
bellmanList,800,75%,1510
bellmanList,800,99%,1510
bellmanList,1000,25%,755
bellmanList,1000,50%,1511
bellmanList,1000,75%,1510
bellmanList,1000,99%,755
bellmanList,2000,25%,1888
bellmanList,2000,50%,755
bellmanList,2000,75%,1132
bellmanList,2000,99%,377
bellmanList,10,25%,755
bellmanList,10,50%,0
bellmanList,10,75%,377
bellmanList,10,99%,378
bellmanList,100,25%,1133
bellmanList,100,50%,1133
bellmanList,100,75%,1512
bellmanList,100,99%,1133
bellmanList,200,25%,1512
bellmanList,200,50%,1510
bellmanList,200,75%,1510
bellmanList,200,99%,1887
bellmanList,400,25%,1887
bellmanList,400,50%,1510
bellmanList,400,75%,1888
bellmanList,400,99%,1888
bellmanList,800,25%,1887
bellmanList,800,50%,1888
bellmanList,800,75%,2265
bellmanList,800,99%,3021
bellmanList,1000,25%,1887
bellmanList,1000,50%,2266
bellmanList,1000,75%,2642
bellmanList,1000,99%,1511
bellmanList,2000,25%,2643
bellmanList,2000,50%,1887
bellmanList,2000,75%,2642
bellmanList,2000,99%,1510
bellmanList,10,25%,1133
bellmanList,10,50%,0
bellmanList,10,75%,377
bellmanList,10,99%,756
bellmanList,100,25%,1511
bellmanList,100,50%,2265
bellmanList,100,75%,1889
bellmanList,100,99%,1888
bellmanList,200,25%,2267
bellmanList,200,50%,2266
bellmanList,200,75%,2266
bellmanList,200,99%,2264
bellmanList,400,25%,3019
bellmanList,400,50%,2265
bellmanList,400,75%,3020
bellmanList,400,99%,3020
bellmanList,800,25%,2642
bellmanList,800,50%,2644
bellmanList,800,75%,3020
bellmanList,800,99%,3777
bellmanList,1000,25%,4152
bellmanList,1000,50%,3021
bellmanList,1000,75%,3775
bellmanList,1000,99%,2644
bellmanList,2000,25%,3776
bellmanList,2000,50%,2642
bellmanList,2000,75%,3775
bellmanList,2000,99%,2642
bellmanList,10,25%,1511
bellmanList,10,50%,378
bellmanList,10,75%,754
bellmanList,10,99%,1134
bellmanList,100,25%,1889
bellmanList,100,50%,2643
bellmanList,100,75%,3022
bellmanList,100,99%,2643
bellmanList,200,25%,3022
bellmanList,200,50%,2644
bellmanList,200,75%,3398
bellmanList,200,99%,3774
bellmanList,400,25%,4152
bellmanList,400,50%,3397
bellmanList,400,75%,4153
bellmanList,400,99%,4153
bellmanList,800,25%,3775
bellmanList,800,50%,3022
bellmanList,800,75%,3775
bellmanList,800,99%,4532
bellmanList,1000,25%,5284
bellmanList,1000,50%,3776
bellmanList,1000,75%,4908
bellmanList,1000,99%,3777
bellmanList,2000,25%,4531
bellmanList,2000,50%,3397
bellmanList,2000,75%,4530
bellmanList,2000,99%,3775

bellmanM,10,25%,377
bellmanM,10,50%,0
bellmanM,10,75%,377
bellmanM,10,99%,0
bellmanM,100,25%,0
bellmanM,100,50%,377
bellmanM,100,75%,378
bellmanM,100,99%,756
bellmanM,200,25%,755
bellmanM,200,50%,1133
bellmanM,200,75%,1132
bellmanM,200,99%,755
bellmanM,400,25%,377
bellmanM,400,50%,755
bellmanM,400,75%,1133
bellmanM,400,99%,1133
bellmanM,800,25%,755
bellmanM,800,50%,755
bellmanM,800,75%,755
bellmanM,800,99%,377
bellmanM,1000,25%,1133
bellmanM,1000,50%,756
bellmanM,1000,75%,755
bellmanM,1000,99%,1510
bellmanM,2000,25%,755
bellmanM,2000,50%,755
bellmanM,2000,75%,1133
bellmanM,2000,99%,1132
bellmanM,10,25%,755
bellmanM,10,50%,377
bellmanM,10,75%,754
bellmanM,10,99%,378
bellmanM,100,25%,755
bellmanM,100,50%,754
bellmanM,100,75%,755
bellmanM,100,99%,1888
bellmanM,200,25%,1132
bellmanM,200,50%,1888
bellmanM,200,75%,2265
bellmanM,200,99%,1510
bellmanM,400,25%,1510
bellmanM,400,50%,1888
bellmanM,400,75%,2266
bellmanM,400,99%,1888
bellmanM,800,25%,1510
bellmanM,800,50%,1888
bellmanM,800,75%,1510
bellmanM,800,99%,1132
bellmanM,1000,25%,2643
bellmanM,1000,50%,1511
bellmanM,1000,75%,1887
bellmanM,1000,99%,2265
bellmanM,2000,25%,1511
bellmanM,2000,50%,1510
bellmanM,2000,75%,2266
bellmanM,2000,99%,2265
bellmanM,10,25%,755
bellmanM,10,50%,377
bellmanM,10,75%,754
bellmanM,10,99%,1133
bellmanM,100,25%,1132
bellmanM,100,50%,1509
bellmanM,100,75%,1510
bellmanM,100,99%,2643
bellmanM,200,25%,1510
bellmanM,200,50%,2643
bellmanM,200,75%,3020
bellmanM,200,99%,2265
bellmanM,400,25%,2265
bellmanM,400,50%,2266
bellmanM,400,75%,3021
bellmanM,400,99%,2643
bellmanM,800,25%,2265
bellmanM,800,50%,2643
bellmanM,800,75%,2265
bellmanM,800,99%,1510
bellmanM,1000,25%,3398
bellmanM,1000,50%,1888
bellmanM,1000,75%,2642
bellmanM,1000,99%,3021
bellmanM,2000,25%,2267
bellmanM,2000,50%,2265
bellmanM,2000,75%,2643
bellmanM,2000,99%,3020
bellmanM,10,25%,1133
bellmanM,10,50%,754
bellmanM,10,75%,754
bellmanM,10,99%,1133
bellmanM,100,25%,1510
bellmanM,100,50%,1887
bellmanM,100,75%,2265
bellmanM,100,99%,3399
bellmanM,200,25%,2265
bellmanM,200,50%,3021
bellmanM,200,75%,3775
bellmanM,200,99%,2643
bellmanM,400,25%,3021
bellmanM,400,50%,3021
bellmanM,400,75%,3777
bellmanM,400,99%,3398
bellmanM,800,25%,2642
bellmanM,800,50%,3398
bellmanM,800,75%,3020
bellmanM,800,99%,2265
bellmanM,1000,25%,3775
bellmanM,1000,50%,2266
bellmanM,1000,75%,3775
bellmanM,1000,99%,3777
bellmanM,2000,25%,3022
bellmanM,2000,50%,2643
bellmanM,2000,75%,3020
bellmanM,2000,99%,4153

